Stat Var,Queries,,,,,,
WithdrawalRate_Water_Thermoelectric_GroundWater,What is the withdrawal rate of ground water for thermoelectric plants in $Location,Withdrawal rate of ground water for thermoelectric plants at $Location,Ground water withdrawal rate for thermoelectric plants in $Location,,,,
WithdrawalRate_Water_Thermoelectric_SurfaceWater,What is the withdrawal rate of surface water used for thermoelectric industry in $Location,Withdrawal rate of surface water used for thermoelectric industry at $Location,Surface water withdrawal rate used for thermoelectric industry in $Location,,,,
WithdrawalRate_Water_Thermoelectric_FreshWater,What is the withdrawal rate of fresh water for thermoelectric industry in $Location,Withdrawal rate of fresh water for thermoelectric industry at $Location,Fresh water withdrawal rate for thermoelectric plants in $Location,,,,
WithdrawalRate_Water_Mining,What is the withdrawal rate of water for mining in $Location,Withdrawal rate of water for mining at $Location,Water withdrawal rate for mining in $Location,,,,
WithdrawalRate_Water_Mining_GroundWater,What is the withdrawal rate of ground water for mining in $Location,Withdrawal rate of ground water for mining at $Location,Ground water withdrawal rate for mining in $Location,,,,
WithdrawalRate_Water_Mining_SurfaceWater,What is the withdrawal rate of surface water used for mining in $Location,Withdrawal rate of surface water for mining at $Location,Surface water withdrawal rate for mining sector in $Location,,,,
WithdrawalRate_Water_Mining_FreshWater,What is the withdrawal rate of fresh water used in mining at $Location,Withdrawal rate of fresh water used in mining at $Location,Fresh water withdrawal rate for mining in $Location,,,,
WithdrawalRate_Water_Livestock,What is the withdrawal rate of water for livestock in $Location,Withdrawal rate of water for livestock at $Location,Water withdrawal rate for livestock in $Location,,,,
WithdrawalRate_Water_Livestock_GroundWater,What is the withdrawal rate of ground water for livestock in $Location,Withdrawal rate of ground water for livestock at $Location,Ground water withdrawal rate for livestock in $Location,,,,
WithdrawalRate_Water_Livestock_SurfaceWater,What is the withdrawal rate of surface water used for livestock in $Location,Withdrawal rate of surface water used for livestock at $Location,Surface water withdrawal rate used for livestock in $Location,,,,
WithdrawalRate_Water_Livestock_FreshWater,What is the withdrawal rate of fresh water used in livestock sector in $Location,Withdrawal rate of fresh water used in livestock sector at $Location,Fresh water withdrawal rate used in livestock sector in $Location,,,,
WithdrawalRate_Water_Aquaculture,What is the withdrawal rate of water for aquaculture in $Location,Withdrawal rate of water for aquaculture at $Location,Water withdrawal rate for aquaculture in $Location,,,,
WithdrawalRate_Water_Aquaculture_GroundWater,What is the withdrawal rate of ground water for aquaculture in $Location,Withdrawal rate of ground water for aquaculture at $Location,Ground water withdrawal rate for aquaculture in $Location,,,,
WithdrawalRate_Water_Aquaculture_SurfaceWater,What is the withdrawal rate of surface water used for aquaculture in $Location,Withdrawal rate of surface water used for aquaculture at $Location,Surface water withdrawal rate used for aquaculture in $Location,,,,
WithdrawalRate_Water_Aquaculture_FreshWater,What is the withdrawal rate of fresh water used in aquaculture in $Location,Withdrawal rate of fresh water used in aquaculture at $Location,Fresh water withdrawal rate used in aquaculture in $Location,,,,
WithdrawalRate_Water_Aquaculture_SalineWater,What is the withdrawal rate of saline water used in aquaculture sector in $Location,Withdrawal rate of saline water used in aquaculture sector at $Location,Saline water withdrawal rate used in aquaculture sector in $Location,,,,
